qkey,lang,device_type,gender,agecat,racethnmod,racecmb,hisp,educcat,inc,inc_tier2,marital,relig,religcat1,attendper,cregion,usr_selfid,party,partysum,ideo,tipview,tip1,tip2,tipsugg,tipauto,tipexpect,tipself,tipfreq_rest_serv,tipfreq_rest_noserv,tipfreq_delvry,tipfreq_coffee,tipfreq_bar,tipfreq_taxi,tipfreq_hairct,tipfactor1_qual,tipfactor1_socpre,tipfactor1_wrkearn,tipfactor1_cost,tipfactor2_qual,tipfactor2_socpre,tipfactor2_wrkearn,tipfactor2_cost,tipamount,tipshare,sportsfan,sportsnum,talksports,ussport,sportsatt,whysports_comm,whysports_team,whysports_player,whysports_entertain,whysports_bet,whysports_family,whynotsports_othint,whynotsports_boring,whynotsports_compete,whynotsports_violent,whynotsports_political,whynotsports_money
202301000431,1,1,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$80,000–$89,999",Middle income,Married,Muslim,Other,Once a week,West,Suburban,Independent,Dem/Lean Dem,Moderate,1,,5.0,5,5,3,2,3,2,6,6,6,6,6,,,,,1.0,3.0,3.0,1.0,1,2,5,5,6,2,1,,,,,,,1.0,1.0,3.0,1.0,3.0,1.0
202301000432,1,1,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Living with a partner,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Something else,Dem/Lean Dem,Liberal,2,,3.0,3,2,1,2,1,5,1,6,6,1,2,,,,,1.0,1.0,1.0,1.0,3,1,5,1,6,3,1,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
202301000436,1,1,Male,18-29,Other,Mixed Race,No,H.S. graduate or less,"Less than $30,000",Lower income,Never been married,Protestant,Protestant,Never,West,Suburban,Democrat,Dem/Lean Dem,99,1,1.0,,1,4,3,1,1,1,1,1,1,1,1,1.0,3.0,3.0,3.0,,,,,2,3,5,2,6,1,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
202301000442,1,1,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$50,000–$59,999",Lower income,Never been married,Agnostic,Unaffiliated,Never,Northeast,Suburban,Democrat,Dem/Lean Dem,Liberal,2,,3.0,3,4,1,1,1,5,1,6,6,6,2,,,,,1.0,1.0,2.0,1.0,3,1,4,5,5,3,1,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
202301000449,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,H.S. graduate or less,"$100,000 or more",Upper income,Married,Buddhist,Other,Seldom,West,Suburban,Independent,Dem/Lean Dem,Moderate,2,,4.0,2,4,1,2,1,5,2,3,6,2,6,,,,,1.0,1.0,2.0,1.0,2,2,1,4,3,3,3,2.0,1.0,2.0,1.0,3.0,2.0,,,,,,
202301000453,1,1,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Buddhist,Other,Once or twice a month,West,Urban,Republican,Rep/Lean Rep,Conservative,2,3.0,,5,5,1,2,1,2,1,2,1,1,1,1.0,2.0,3.0,2.0,,,,,2,1,5,5,6,5,1,,,,,,,2.0,3.0,3.0,3.0,1.0,2.0
202301000454,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$100,000 or more",Middle income,Married,Roman Catholic,Catholic,Once a week,West,Urban,Republican,Rep/Lean Rep,Moderate,3,3.0,,5,5,2,2,1,3,2,2,3,3,1,1.0,2.0,1.0,2.0,,,,,1,1,3,1,6,3,1,2.0,3.0,3.0,1.0,1.0,3.0,,,,,,
202301000455,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Atheist,Unaffiliated,Never,West,Suburban,Democrat,Dem/Lean Dem,Moderate,3,,4.0,2,5,1,2,1,5,5,5,6,3,6,,,,,1.0,1.0,2.0,2.0,2,2,2,2,3,2,1,3.0,3.0,1.0,2.0,3.0,3.0,,,,,,
202301000456,1,2,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$60,000–$69,999",Middle income,Married,Hindu,Other,More than once a week,South,Suburban,Independent,Dem/Lean Dem,Liberal,3,,5.0,5,5,1,2,3,5,2,4,6,6,2,,,,,1.0,1.0,3.0,1.0,7,1,4,5,3,1,1,,,,,,,1.0,3.0,2.0,1.0,1.0,3.0
202301000459,1,1,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"Less than $30,000",Lower income,Married,Muslim,Other,More than once a week,Northeast,Suburban,Something else,Rep/Lean Rep,Very conservative,3,4.0,,1,3,3,2,1,2,6,4,6,5,1,1.0,2.0,3.0,1.0,,,,,2,1,5,5,6,2,1,,,,,,,1.0,3.0,2.0,3.0,3.0,3.0
202301000461,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Roman Catholic,Catholic,A few times a year,West,Urban,Independent,Dem/Lean Dem,Moderate,3,5.0,,5,5,1,1,1,5,3,5,1,4,1,2.0,1.0,1.0,2.0,,,,,3,1,3,3,6,3,1,3.0,2.0,2.0,1.0,3.0,2.0,,,,,,
202301000466,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,H.S. graduate or less,"Less than $30,000",Lower income,Married,Buddhist,Other,A few times a year,South,Suburban,Republican,Rep/Lean Rep,Moderate,3,3.0,,2,3,3,1,1,4,1,4,1,1,1,1.0,3.0,3.0,3.0,,,,,4,1,5,5,6,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
202301000468,1,2,Female,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"Less than $30,000",Lower income,Never been married,Roman Catholic,Catholic,Once or twice a month,West,Suburban,Something else,Dem/Lean Dem,Liberal,1,4.0,,5,5,1,1,1,5,3,4,6,6,2,1.0,3.0,1.0,3.0,,,,,1,3,5,5,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000472,1,2,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$90,000–$99,999",Middle income,Married,Hindu,Other,A few times a year,South,Urban,Something else,Rep/Lean Rep,Moderate,3,,3.0,3,2,2,2,2,1,3,2,5,3,1,,,,,2.0,1.0,3.0,2.0,1,2,3,2,3,5,2,3.0,2.0,2.0,2.0,1.0,3.0,,,,,,
202301000473,1,1,Female,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Muslim,Other,Once or twice a month,West,Urban,Democrat,Dem/Lean Dem,Liberal,2,,3.0,4,4,1,2,1,1,2,2,6,6,2,,,,,1.0,3.0,3.0,3.0,2,1,4,2,5,2,3,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0
202301000474,1,2,Female,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$30,000–$39,999",Lower income,Never been married,Protestant,Protestant,Once a week,South,Suburban,Independent,Dem/Lean Dem,Moderate,2,3.0,,1,3,3,1,1,2,1,2,1,6,1,2.0,2.0,1.0,3.0,,,,,2,1,2,4,1,1,3,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,
202301000484,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Roman Catholic,Catholic,A few times a year,West,Urban,Democrat,Dem/Lean Dem,Moderate,3,,4.0,5,5,1,2,1,5,1,4,3,3,1,,,,,1.0,2.0,1.0,1.0,1,1,2,4,3,3,1,2.0,1.0,1.0,1.0,3.0,2.0,,,,,,
202301000485,1,1,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Protestant,Protestant,Once or twice a month,West,Suburban,Independent,Dem/Lean Dem,Very liberal,3,,2.0,3,5,3,2,1,4,3,3,1,2,1,,,,,1.0,1.0,1.0,2.0,2,99,5,1,6,3,1,,,,,,,3.0,3.0,3.0,1.0,2.0,1.0
202301000488,1,2,Female,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Never been married,Roman Catholic,Catholic,A few times a year,Midwest,Suburban,Democrat,Dem/Lean Dem,Liberal,3,1.0,,3,6,3,1,2,2,1,1,6,1,6,1.0,3.0,1.0,3.0,,,,,2,2,3,2,5,3,1,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,
202301000490,1,1,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$90,000–$99,999",Middle income,Married,Roman Catholic,Catholic,Seldom,West,Urban,Democrat,Dem/Lean Dem,Moderate,3,,3.0,4,4,1,1,1,3,1,4,1,1,1,,,,,1.0,2.0,2.0,2.0,2,3,4,3,6,2,3,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0
202301000494,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$100,000 or more",Middle income,Married,Protestant,Protestant,Seldom,West,Rural,Republican,Rep/Lean Rep,Moderate,2,,3.0,2,5,1,2,1,4,1,4,1,2,1,,,,,1.0,1.0,2.0,2.0,3,3,5,5,6,3,1,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
202301000501,1,2,Male,50-64,Other,Mixed Race,No,H.S. graduate or less,"$100,000 or more",Upper income,Married,Nothing in particular,Unaffiliated,Never,South,Suburban,Something else,Dem/Lean Dem,Very liberal,3,1.0,,3,4,1,2,1,5,1,5,1,1,1,1.0,3.0,1.0,3.0,,,,,2,1,3,1,6,3,3,3.0,2.0,2.0,1.0,3.0,3.0,,,,,,
202301000504,1,1,Male,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Never been married,Nothing in particular,Unaffiliated,Never,Northeast,Urban,Democrat,Dem/Lean Dem,Moderate,3,3.0,,2,2,1,1,2,3,1,3,6,1,1,1.0,2.0,3.0,1.0,,,,,2,1,5,1,6,3,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000505,1,2,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Hindu,Other,A few times a year,Northeast,Suburban,Democrat,Dem/Lean Dem,Moderate,2,,4.0,5,5,3,2,6,3,6,6,6,6,6,,,,,2.0,1.0,1.0,1.0,3,3,5,5,6,2,1,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0
202301000506,1,2,Female,30-49,Other,Mixed Race,No,College graduate+,"$100,000 or more",Upper income,Married,Atheist,Unaffiliated,Never,West,Urban,Democrat,Dem/Lean Dem,Very liberal,3,,3.0,1,2,1,1,1,3,1,2,1,1,1,,,,,1.0,1.0,3.0,2.0,2,3,5,2,6,3,1,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0
202301000511,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Buddhist,Other,Seldom,Northeast,Urban,Independent,Rep/Lean Rep,Moderate,2,4.0,,4,5,1,2,1,5,1,5,1,3,1,2.0,1.0,3.0,2.0,,,,,2,1,4,1,6,2,1,,,,,,,1.0,2.0,2.0,3.0,3.0,3.0
202301000518,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Divorced,Nothing in particular,Unaffiliated,Never,West,Suburban,Independent,Rep/Lean Rep,Conservative,2,,4.0,5,5,1,2,1,5,1,5,1,1,1,,,,,1.0,1.0,3.0,2.0,2,1,5,1,6,3,3,,,,,,,1.0,3.0,2.0,3.0,3.0,3.0
202301000519,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Never been married,Agnostic,Unaffiliated,Seldom,West,Urban,Independent,Dem/Lean Dem,Moderate,3,4.0,,4,3,1,2,1,5,1,3,2,1,1,2.0,3.0,1.0,3.0,,,,,3,3,2,2,4,1,1,1.0,1.0,2.0,1.0,3.0,3.0,,,,,,
202301000522,1,2,Female,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Living with a partner,Nothing in particular,Unaffiliated,Never,West,Urban,Democrat,Dem/Lean Dem,Moderate,2,5.0,,3,5,1,2,1,5,3,5,6,3,1,1.0,1.0,1.0,1.0,,,,,3,1,2,1,3,3,3,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,
202301000532,1,2,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$90,000–$99,999",Middle income,Divorced,Buddhist,Other,A few times a year,Northeast,Suburban,Republican,Rep/Lean Rep,Moderate,2,,3.0,4,5,1,2,1,3,1,1,1,1,1,,,,,1.0,1.0,3.0,1.0,3,1,4,5,6,4,1,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0
202301000537,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,99,99,Married,Buddhist,Other,Seldom,West,Suburban,Independent,Rep/Lean Rep,Conservative,1,2.0,,5,5,1,2,2,5,6,6,3,6,6,1.0,2.0,3.0,1.0,,,,,4,1,4,3,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000538,1,1,Male,18-29,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"Less than $30,000",Lower income,Never been married,Muslim,Other,Once a week,Northeast,Suburban,Democrat,Dem/Lean Dem,Very liberal,2,,3.0,6,6,3,2,1,4,4,4,6,4,1,,,,,1.0,2.0,3.0,2.0,1,2,5,2,4,2,3,,,,,,,99.0,99.0,99.0,99.0,99.0,99.0
202301000539,1,2,Female,30-49,Other,Mixed Race,No,Some College,"$30,000–$39,999",Lower income,Living with a partner,Roman Catholic,Catholic,Seldom,South,Suburban,Independent,Dem/Lean Dem,Conservative,3,3.0,,3,3,1,1,1,4,1,3,6,6,6,1.0,1.0,3.0,1.0,,,,,2,2,5,1,6,7,1,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
202301000545,1,1,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$70,000–$79,999",Middle income,Living with a partner,Atheist,Unaffiliated,Seldom,West,Suburban,Democrat,Dem/Lean Dem,Liberal,3,,3.0,2,5,1,1,1,4,2,3,1,3,1,,,,,1.0,2.0,2.0,2.0,2,1,4,2,6,3,1,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0
202301000550,1,2,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,A few times a year,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,2,4.0,,5,5,1,2,1,5,1,5,1,1,1,1.0,1.0,2.0,99.0,,,,,2,1,5,2,3,3,1,,,,,,,1.0,3.0,3.0,2.0,3.0,3.0
202301000551,1,2,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Agnostic,Unaffiliated,Never,West,Suburban,Democrat,Dem/Lean Dem,Liberal,2,2.0,,4,5,1,1,1,4,6,2,1,6,1,2.0,1.0,1.0,1.0,,,,,3,2,3,3,3,3,1,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,
202301000554,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$60,000–$69,999",Middle income,Married,Mormon (LDS),Other,Seldom,South,Suburban,Republican,Rep/Lean Rep,Very conservative,3,2.0,,3,3,3,2,3,4,6,6,6,6,5,2.0,3.0,2.0,3.0,,,,,7,2,4,5,6,7,1,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
202301000557,1,3,Female,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Once a week,West,Urban,Independent,Dem/Lean Dem,Liberal,1,,4.0,2,3,1,2,1,3,6,3,6,2,1,,,,,1.0,2.0,1.0,2.0,2,3,2,4,2,1,3,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,
202301000560,1,2,Other,30-49,Other,Mixed Race,No,Some College,"$40,000–$49,999",Middle income,Married,Agnostic,Unaffiliated,Never,West,Suburban,Something else,Dem/Lean Dem,Very liberal,3,,5.0,3,6,1,1,1,2,6,1,6,1,6,,,,,2.0,2.0,1.0,2.0,3,3,5,5,6,3,1,,,,,,,1.0,1.0,3.0,3.0,3.0,1.0
202301000562,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,H.S. graduate or less,"$50,000–$59,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Democrat,Dem/Lean Dem,Moderate,3,2.0,,2,5,1,1,1,5,1,5,6,1,1,1.0,3.0,1.0,2.0,,,,,1,3,4,4,1,2,3,,,,,,,1.0,3.0,3.0,3.0,1.0,1.0
202301000567,1,2,Female,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$30,000–$39,999",Middle income,Divorced,Nothing in particular,Unaffiliated,Never,South,Suburban,Democrat,Dem/Lean Dem,Moderate,2,,3.0,3,5,1,1,1,5,1,3,1,1,1,,,,,1.0,2.0,1.0,2.0,3,1,3,2,6,1,1,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,
202301000568,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$70,000–$79,999",Middle income,Married,Nothing in particular,Unaffiliated,Seldom,Northeast,Urban,Democrat,Dem/Lean Dem,Very liberal,3,4.0,,2,2,1,1,1,4,3,4,2,3,1,1.0,2.0,3.0,3.0,,,,,2,2,5,3,4,1,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
202301000570,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Protestant,Protestant,Never,Northeast,Suburban,Independent,Dem/Lean Dem,Conservative,1,,3.0,3,3,1,1,1,5,1,5,1,6,1,,,,,1.0,3.0,3.0,2.0,1,1,5,1,6,3,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
202301000571,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Protestant,Protestant,Seldom,Northeast,Urban,Independent,Dem/Lean Dem,Conservative,2,,4.0,4,4,3,2,2,5,5,4,4,3,2,,,,,1.0,2.0,3.0,1.0,2,2,4,1,6,2,3,,,,,,,1.0,3.0,1.0,3.0,3.0,3.0
202301000572,1,2,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Hindu,Other,A few times a year,South,Suburban,Republican,Rep/Lean Rep,Moderate,3,,3.0,4,4,1,2,1,5,1,5,2,1,1,,,,,1.0,3.0,3.0,1.0,1,3,4,4,4,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
202301000575,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$70,000–$79,999",Middle income,Married,Nothing in particular,Unaffiliated,Never,West,Urban,Democrat,Dem/Lean Dem,Liberal,3,3.0,,4,6,1,1,1,3,6,4,1,6,1,1.0,2.0,3.0,3.0,,,,,2,2,4,5,5,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000578,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Hindu,Other,Once or twice a month,West,Suburban,Democrat,Dem/Lean Dem,Moderate,3,5.0,,4,5,1,2,1,2,1,3,6,1,1,3.0,1.0,3.0,2.0,,,,,3,1,5,5,6,3,1,,,,,,,1.0,3.0,3.0,3.0,3.0,2.0
202301000582,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"Less than $30,000",Lower income,Married,Other,Other,More than once a week,West,Urban,Something else,No lean,Liberal,3,3.0,,5,5,1,1,1,5,6,5,6,1,1,1.0,1.0,3.0,1.0,,,,,6,1,5,5,6,99,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000583,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Agnostic,Unaffiliated,Seldom,West,Urban,Democrat,Dem/Lean Dem,Moderate,2,,4.0,5,5,1,2,1,1,6,1,6,6,1,,,,,2.0,1.0,3.0,1.0,3,3,5,2,6,2,1,,,,,,,1.0,3.0,2.0,3.0,2.0,1.0
202301000585,1,2,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"Less than $30,000",Lower income,Never been married,Protestant,Protestant,Once a week,West,Rural,Democrat,Dem/Lean Dem,Moderate,3,3.0,,3,3,3,1,3,6,1,4,6,3,3,2.0,2.0,2.0,2.0,,,,,1,2,3,4,1,2,3,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,
202301000590,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Never been married,Nothing in particular,Unaffiliated,Never,Northeast,Urban,Democrat,Dem/Lean Dem,Liberal,2,4.0,,3,3,1,2,1,4,6,3,1,2,1,1.0,1.0,1.0,1.0,,,,,2,3,5,5,6,3,3,,,,,,,1.0,2.0,3.0,2.0,3.0,3.0
202301000591,1,3,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,H.S. graduate or less,"$60,000–$69,999",Middle income,Never been married,Roman Catholic,Catholic,Never,West,Suburban,Democrat,Dem/Lean Dem,Moderate,2,,3.0,6,6,1,1,1,1,1,6,6,6,1,,,,,1.0,3.0,3.0,3.0,2,2,4,3,6,3,3,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
202301000593,1,2,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"Less than $30,000",Lower income,Divorced,Nothing in particular,Unaffiliated,Never,West,Suburban,Democrat,Dem/Lean Dem,Liberal,3,,4.0,3,5,1,2,1,5,1,3,1,1,1,,,,,1.0,2.0,3.0,1.0,2,1,2,1,1,1,3,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,
202301000596,1,1,Female,30-49,Other,Mixed Race,No,Some College,"$40,000–$49,999",Lower income,Living with a partner,Protestant,Protestant,Seldom,South,Suburban,Democrat,Dem/Lean Dem,Moderate,3,2.0,,3,3,1,2,1,5,3,5,3,3,2,1.0,3.0,1.0,1.0,,,,,2,1,4,2,4,3,3,,,,,,,2.0,3.0,3.0,3.0,3.0,2.0
202301000598,1,2,Female,18-29,Hispanic,Mixed Race,Yes,Some College,"$90,000–$99,999",Middle income,Never been married,Nothing in particular,Unaffiliated,Never,West,Suburban,Something else,Dem/Lean Dem,Liberal,2,2.0,,3,1,1,1,1,5,1,3,6,6,1,2.0,1.0,2.0,2.0,,,,,2,1,5,5,6,3,1,,,,,,,1.0,1.0,3.0,2.0,3.0,1.0
202301000602,1,1,Male,65+,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$40,000–$49,999",Lower income,Divorced,Roman Catholic,Catholic,Once a week,West,Suburban,Independent,Dem/Lean Dem,Moderate,1,5.0,,5,5,1,2,1,6,6,6,6,6,6,1.0,1.0,3.0,2.0,,,,,2,1,5,1,6,3,1,,,,,,,1.0,3.0,2.0,2.0,3.0,1.0
202301000607,1,1,Male,50-64,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$100,000 or more",Upper income,Divorced,Agnostic,Unaffiliated,Never,West,Suburban,Democrat,Dem/Lean Dem,Moderate,1,,2.0,5,5,1,2,1,4,6,3,6,6,1,,,,,1.0,3.0,3.0,3.0,2,1,3,1,4,3,3,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,
202301000608,1,3,Female,65+,Asian non-Hispanic,Asian or Asian-American,No,H.S. graduate or less,"Less than $30,000",Lower income,Widowed,Nothing in particular,Unaffiliated,Never,Northeast,Urban,Democrat,Dem/Lean Dem,Conservative,3,,2.0,1,3,1,1,1,3,1,3,2,2,1,,,,,1.0,1.0,1.0,2.0,2,1,5,5,6,2,1,,,,,,,1.0,1.0,3.0,3.0,2.0,2.0
202301000611,1,2,Female,65+,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$40,000–$49,999",Middle income,Married,Roman Catholic,Catholic,Seldom,Northeast,Suburban,Democrat,Dem/Lean Dem,Moderate,3,3.0,,3,3,1,2,1,5,1,4,6,1,1,1.0,2.0,1.0,1.0,,,,,2,2,4,99,6,3,3,,,,,,,1.0,2.0,2.0,2.0,3.0,2.0
202301000613,1,1,Female,50-64,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Buddhist,Other,Never,West,Suburban,Democrat,Dem/Lean Dem,Very liberal,2,,3.0,4,2,1,2,1,1,1,1,1,1,1,,,,,1.0,1.0,1.0,2.0,4,3,5,5,6,2,1,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000614,1,2,Female,50-64,Other,Mixed Race,No,Some College,"$100,000 or more",Middle income,Married,Nothing in particular,Unaffiliated,Never,West,Suburban,Independent,Dem/Lean Dem,Liberal,3,1.0,,2,99,1,2,1,5,1,1,1,1,1,1.0,2.0,1.0,3.0,,,,,2,1,4,2,4,1,1,,,,,,,1.0,3.0,3.0,1.0,3.0,2.0
202301000615,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Agnostic,Unaffiliated,Never,West,Suburban,Independent,Dem/Lean Dem,Moderate,2,,5.0,4,2,1,2,1,4,1,4,1,1,1,,,,,2.0,1.0,3.0,1.0,2,1,4,1,6,3,3,,,,,,,1.0,1.0,3.0,3.0,3.0,2.0
202301000617,1,2,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$80,000–$89,999",Middle income,Married,Protestant,Protestant,More than once a week,Midwest,Suburban,Republican,Rep/Lean Rep,Conservative,3,2.0,,3,4,3,2,1,1,1,1,1,1,1,2.0,3.0,2.0,2.0,,,,,5,3,4,5,5,5,3,,,,,,,3.0,3.0,3.0,3.0,2.0,3.0
202301000619,1,2,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Middle income,Married,Buddhist,Other,Never,West,Suburban,Democrat,Dem/Lean Dem,Conservative,2,3.0,,2,5,1,1,1,5,3,4,6,1,1,1.0,1.0,3.0,1.0,,,,,2,3,5,5,6,1,1,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0
202301000625,1,1,Female,30-49,Asian non-Hispanic,Asian or Asian-American,No,College graduate+,"$100,000 or more",Upper income,Married,Buddhist,Other,Seldom,West,Suburban,Democrat,Dem/Lean Dem,Liberal,2,,4.0,3,4,1,2,1,3,1,2,1,1,1,,,,,1.0,2.0,1.0,2.0,2,3,4,5,5,1,3,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0
202301000629,1,2,Male,30-49,Asian non-Hispanic,Asian or Asian-American,No,Some College,"$70,000–$79,999",Middle income,Married,Roman Catholic,Catholic,Once a week,West,Urban,Democrat,Dem/Lean Dem,Moderate,2,,2.0,3,4,1,1,3,2,2,3,1,2,4,,,,,2.0,2.0,2.0,2.0,3,2,4,4,3,2,2,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0
202301000634,1,1,Male,18-29,Asian non-Hispanic,Asian or Asian-American,No,Some College,"Less than $30,000",Lower income,Never been married,Atheist,Unaffiliated,Never,Northeast,Urban,Independent,Dem/Lean Dem,Very liberal,2,1.0,,3,5,1,1,1,5,3,5,3,6,5,2.0,2.0,1.0,2.0,,,,,3,1,5,5,6,3,1,,,,,,,1.0,2.0,3.0,3.0,3.0,1.0
202301000641,1,1,Male,99,Asian non-Hispanic,Asian or Asian-American,No,Some College,99,99,Married,Nothing in particular,Unaffiliated,Seldom,West,Urban,Something else,Rep/Lean Rep,Conservative,2,5.0,,5,5,1,1,1,5,6,5,1,1,1,1.0,1.0,3.0,2.0,,,,,2,3,3,3,6,1,1,1.0,2.0,3.0,2.0,3.0,2.0,,,,,,
